Timestamp,program,number of courses,year,curricular activities,time after  curricular activities,courses in week,"7. On average, how many assignments do you receive per week?",8.How often do you submit these assignments on time?,9. Do you wait until the last minute to study before examination?,10. Are you able to cover enough topics  before examination?,"11. In preparing for an academic work deadline, I often waste my time by doing other things ",12. I would classify myself as someone who is generally:
2021/07/14 3:23:00 PM GMT,Bsc Statistics ,7,Third,"No(If no,please move to question 6)",,4,3,Sometimes,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 3:25:24 PM GMT,BSc.Statistics,7,Third,"No(If no,please move to question 6)",,4,2,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 3:26:11 PM GMT,Statistics,7,Third,"No(If no,please move to question 6)",,7,5,Sometimes,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 3:28:54 PM GMT,Bsc statistics ,7,Third,Yes,Sometimes,5,9,Very Often,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 3:32:10 PM GMT,Statistics,7,Fourth,"No(If no,please move to question 6)",,5,3,Very Often,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 3:36:15 PM GMT,Bsc Statistics,7,Third,Yes,Sometimes,1,2,Very Often,Sometimes,No,Sometimes,Self motivated and always gets things done on time
2021/07/14 3:38:51 PM GMT,Logistics and supply chain management,6,First,"No(If no,please move to question 6)",,2,2,Very Often,Sometimes,Yes,Sometimes,Needs reminding to get things done on time
2021/07/14 3:47:07 PM GMT,Bsc Statistics,7,Third,Yes,Not at all,7,1,Very Often,No,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 3:47:37 PM GMT,BA. Economics ,7,Third,Yes,Always,5,5,Very Often,No,Yes,Never,Self motivated and sometimes gets things done ahead of time
2021/07/14 3:49:34 PM GMT,BSC FASHION DESIGN ,6,First,"No(If no,please move to question 6)",,3,4,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 3:54:17 PM GMT,Quantity suverying and construction economics,9,First,"No(If no,please move to question 6)",,5,5,Very Often,Sometimes,No,Sometimes,Self motivated and always gets things done on time
2021/07/14 3:57:43 PM GMT,MPhil Pharmaceutical chemistry,4,Other:_____________________________________________________________,Yes,Sometimes,3,1,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 4:03:14 PM GMT,Bsc chemistry,7,First,Yes,Always,7,1,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 4:04:23 PM GMT,Logistics ,8,First,"No(If no,please move to question 6)",,6,6,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 4:04:30 PM GMT,BSc statistics ,7,Third,Yes,Sometimes,2,5,Very Often,Yes,No,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/14 4:22:34 PM GMT,B.A Economics,7,Third,Yes,Sometimes,6,3,Very Often,Sometimes,No,Never,Puts things off until the last minute or doesn't complete them
2021/07/14 4:36:21 PM GMT,BSC statistics,7,Third,Yes,Sometimes,7,2,Very Often,Yes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 4:46:23 PM GMT,Actuarial Science ,7,Third,"No(If no,please move to question 6)",,6,2,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 4:47:59 PM GMT,Statistics,7,Third,Yes,Sometimes,10,4,Sometimes,No,No,Sometimes,Needs reminding to get things done on time
2021/07/14 4:52:51 PM GMT,BA. Social work ,8,First,"No(If no,please move to question 6)",,5,3,Very Often,No,No,Sometimes,Self motivated and always gets things done on time
2021/07/14 4:54:41 PM GMT,BSc STATISTICS,7,First,"No(If no,please move to question 6)",,7,4,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 4:58:43 PM GMT,BSC STATISTICS ,7,Third,"No(If no,please move to question 6)",,6,2,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 4:59:07 PM GMT,Bsc Statistics,7,Third,"No(If no,please move to question 6)",,3,3,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 4:59:31 PM GMT,BSc human biology ,6,Third,Yes,Always,6,3,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 5:00:46 PM GMT,Statistics,7,Third,Yes,Sometimes,7,3,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 5:01:29 PM GMT,Civil engineering ,7,Third,Yes,Sometimes,7,3,Very Often,Yes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 5:03:13 PM GMT,Statistics ,7,Third,"No(If no,please move to question 6)",,0,2,Very Often,Yes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 5:04:18 PM GMT,Bsc Agriculture ,9,First,Yes,Sometimes,3,5,Very Often,Yes,No,Sometimes,Self motivated and always gets things done on time
2021/07/14 5:04:59 PM GMT,Telecommunication engineering,7,Third,Yes,Sometimes,3,4,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:06:59 PM GMT,Statistics,7,Third,"No(If no,please move to question 6)",,3,2,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:07:30 PM GMT,Bsc Statistics ,7,Third,Yes,Always,3,2.5,Very Often,No,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:08:54 PM GMT,Mathematics ,4,Fourth,Yes,Sometimes,2,2,Sometimes,Yes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:11:14 PM GMT,Bsc.Statistics,7,First,"No(If no,please move to question 6)",,4,3,Sometimes,No,No,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 5:11:25 PM GMT,Statistics,7,Third,Yes,Sometimes,3,5,Very Often,Yes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:11:38 PM GMT,Bsc agriculture,6,Fourth,Yes,Sometimes,2,4,Very Often,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:12:04 PM GMT,BSC computer science,6,Fourth,"No(If no,please move to question 6)",,3,2,Sometimes,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:32:52 PM GMT,Statistics ,7,Third,Yes,Always,7,7,Very Often,No,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:34:47 PM GMT,Business Administration ,6,Third,"No(If no,please move to question 6)",,6,1,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 5:42:05 PM GMT,Bsc.statistics,7,Third,Yes,Sometimes,4,3,Very Often,Sometimes,Yes,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/14 5:44:07 PM GMT,Bsc. Landscape design and management,8,Third,"No(If no,please move to question 6)",,1,3,Very Often,Yes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:47:57 PM GMT,Bsc Statistics ,7,Third,Yes,Sometimes,7,3,Very Often,No,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 5:50:04 PM GMT,Statistics,5,Fourth,Yes,Sometimes,4,7,Very Often,Yes,Yes,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/14 5:56:05 PM GMT,Biological sciences ,5,Fourth,Yes,Sometimes,5,1,Very Often,Sometimes,Yes,Never,Self motivated and always gets things done on time
2021/07/14 6:04:50 PM GMT,Bsc. Statistics ,7,Third,"No(If no,please move to question 6)",Sometimes,5,4,Sometimes,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 6:09:44 PM GMT,BSC STATISTICS,7,Third,"No(If no,please move to question 6)",,5,3,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 6:10:17 PM GMT,Statistics,7,Third,Yes,Always,2,2,Very Often,Yes,Yes,Never,Self motivated and always gets things done on time
2021/07/14 6:14:09 PM GMT,BSc. Business Administration ,4,Fourth,Yes,Always,4,2,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 6:19:05 PM GMT,Biological sciences ,8,Third,Yes,Always,5,2,Very Often,No,Yes,Never,Self motivated and sometimes gets things done ahead of time
2021/07/14 6:28:37 PM GMT,Bsc Actuarial science ,8,Third,"No(If no,please move to question 6)",,8,4,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 6:28:45 PM GMT,Land Economy,8,First,Yes,Sometimes,5,4,Very Often,No,Yes,Never,Needs reminding to get things done on time
2021/07/14 6:29:06 PM GMT,BSC. COMPUTER SCIENCE ,9,Third,Yes,Sometimes,2,6,Very Often,Yes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 6:30:19 PM GMT,Biochemistry ,5,Fourth,Yes,Sometimes,3,2,Very Often,No,Yes,Never,Self motivated and sometimes gets things done ahead of time
2021/07/14 6:31:08 PM GMT,Computer Science,9,Third,Yes,Sometimes,3,4,Sometimes,Yes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 6:31:09 PM GMT,Bsc Physics ,9,Second,Yes,Sometimes,4,3,Very Often,Sometimes,Yes,Never,Self motivated and always gets things done on time
2021/07/14 6:32:07 PM GMT,Quantity surveying,7,Third,"No(If no,please move to question 6)",,3,3,Sometimes,Yes,No,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 6:33:32 PM GMT,BSC REAL ESTATE ,6,Third,"No(If no,please move to question 6)",Not at all,3,1,Very Often,Yes,No,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/14 6:42:44 PM GMT,Quantity Surveying and Construction economics,8,Third,Yes,Always,6,5,Very Often,Sometimes,Yes,Never,Self motivated and always gets things done on time
2021/07/14 6:42:53 PM GMT,Bsc. Statistics ,7,Third,Yes,Always,3,2,Very Often,No,No,Sometimes,Self motivated and always gets things done on time
2021/07/14 6:43:54 PM GMT,Bsc Agriculture,9,Third,Yes,Sometimes,3,2,Sometimes,Yes,No,Very often,Self motivated and sometimes gets things done ahead of time
2021/07/14 6:44:41 PM GMT,Environmental science ,6,Fourth,"No(If no,please move to question 6)",,0,1,Very Often,Yes,Yes,Sometimes,Needs reminding to get things done on time
2021/07/14 6:46:34 PM GMT,Aerospace engineering ,7,Third,Yes,Sometimes,5,5,Very Often,Sometimes,No,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/14 6:49:56 PM GMT,Quantity Surveying and Construction Economics,9,Second,Yes,Sometimes,7,6,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 6:53:46 PM GMT,BSc. Chemistry,7,Third,"No(If no,please move to question 6)",,7,2,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 6:53:58 PM GMT,Bsc Computer Engineering,6,Third,Yes,Sometimes,3,3,Very Often,Yes,Yes,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 6:58:18 PM GMT,Actuarial science,6,Fourth,Yes,Sometimes,6,2,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 6:58:53 PM GMT,Biological sciences ,7,Second,Yes,Not at all,4,3,Very Often,Sometimes,No,Very often,Self motivated and always gets things done on time
2021/07/14 7:02:05 PM GMT,BSc Geomatic Engineering,7,Third,"No(If no,please move to question 6)",,3,3,Sometimes,Sometimes,No,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 7:09:01 PM GMT,BSc Statistics,7,Third,Yes,Always,7,1,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:14:52 PM GMT,Statistics,7,Third,Yes,Sometimes,5,2,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 7:15:06 PM GMT,Sociology ,6,Third,Yes,Sometimes,6,4,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:17:10 PM GMT,Biological Sciences,7,Second,"No(If no,please move to question 6)",,5,3,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:18:04 PM GMT,Computer Science,8,Fourth,Yes,Sometimes,4,4,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:20:34 PM GMT,Statistics ,7,Third,"No(If no,please move to question 6)",Sometimes,2,2,Very Often,Sometimes,No,Very often,Self motivated and always gets things done on time
2021/07/14 7:20:52 PM GMT,Tourism ,9,First,Yes,Sometimes,9,5,Very Often,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:22:29 PM GMT,Biological Sciences,8,Third,Yes,Sometimes,5,3,Very Often,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:23:11 PM GMT,Human Biology,6,Third,Yes,Sometimes,3,3,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 7:23:20 PM GMT,Bsc. Biochemistry ,7,Third,Yes,Always,5,3,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:26:31 PM GMT,Statistics,5,Fourth,Yes,Always,5,1,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 7:27:38 PM GMT,Metallurgical engineering ,7,Second,Yes,Always,7,4,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:27:42 PM GMT,Business Administration,7,Second,"No(If no,please move to question 6)",Sometimes,7,2,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 7:29:12 PM GMT,Meteorology ,7,Third,"No(If no,please move to question 6)",,3,4,Very Often,Sometimes,No,Sometimes,Needs reminding to get things done on time
2021/07/14 7:29:59 PM GMT,Statistics ,7,Third,"No(If no,please move to question 6)",,3,3,Very Often,Sometimes,Yes,Never,Self motivated and always gets things done on time
2021/07/14 7:30:38 PM GMT,Metallurgical Engineering ,8,Second,Yes,Sometimes,7,3,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 7:32:09 PM GMT,Biochemistry ,6,Fourth,"No(If no,please move to question 6)",,3,2,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 7:34:33 PM GMT,Bsc Chemistry,7,First,"No(If no,please move to question 6)",,2,1,Very Often,Sometimes,No,Very often,Needs reminding to get things done on time
2021/07/14 7:34:34 PM GMT,Math and computer science,5,Third,Yes,Sometimes,2,2,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:40:18 PM GMT,BSC. Business Administration,5,Fourth,Yes,Sometimes,2,2,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 7:42:37 PM GMT,Bsc. Statistics,8,Third,Yes,Always,3,3,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 7:45:28 PM GMT,Bsc Statistics,5,Fourth,"No(If no,please move to question 6)",,5,1,Very Often,No,Yes,Very often,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:45:49 PM GMT,Architecture,8,Second,"No(If no,please move to question 6)",,1,4,Sometimes,Yes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 7:47:21 PM GMT,Statistics,7,Second,Yes,Always,5,3,Very Often,No,Yes,Very often,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:48:37 PM GMT,Metallurgical engineering,7,Second,Yes,Sometimes,4,3,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:49:24 PM GMT,Metallurgical engineering ,7,Third,Yes,Sometimes,3,5,Sometimes,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:51:32 PM GMT,Materials engineering ,7,Second,"No(If no,please move to question 6)",,4,3,Sometimes,Sometimes,No,Never,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:52:28 PM GMT,Development Planning ,5,Third,"No(If no,please move to question 6)",,4,3,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 7:53:19 PM GMT,BSC Statistics ,7,Third,"No(If no,please move to question 6)",,5,3,Very Often,Sometimes,Yes,Never,Needs reminding to get things done on time
2021/07/14 7:55:54 PM GMT,statistics ,7,Third,Yes,Always,6,3,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 7:59:33 PM GMT,BSc. Computer Science,9,Third,"No(If no,please move to question 6)",,3,4,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 7:59:45 PM GMT,Statistics,7,First,"No(If no,please move to question 6)",Always,4,4,Very Often,Sometimes,Yes,Very often,Needs reminding to get things done on time
2021/07/14 8:06:30 PM GMT,Statistics,7,Third,"No(If no,please move to question 6)",,7,2,Very Often,Yes,Yes,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 8:08:12 PM GMT,Communication Design,7,Fourth,"No(If no,please move to question 6)",,4,5,Sometimes,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 8:10:08 PM GMT,Bsc. Statistics ,7,Third,Yes,Sometimes,3,3,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 8:19:28 PM GMT,B.A GEOGRAPHY AND RURAL DEVELOPMENT ,6,Third,"No(If no,please move to question 6)",Not at all,6,3,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 8:19:44 PM GMT,Mathematics ,5,First,Yes,Sometimes,15,4,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 8:20:50 PM GMT,Statistics,6,Fourth,Yes,Sometimes,6,3,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 8:25:41 PM GMT,Mechanical engineering,8,Third,Yes,Sometimes,5,3,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 8:29:54 PM GMT,Statistics ,7,Third,Yes,Sometimes,2,2,Sometimes,Yes,No,Very often,Self motivated and sometimes gets things done ahead of time
2021/07/14 8:32:51 PM GMT,Bsc Civil Engineering ,7,Third,Yes,Sometimes,1,6,Very Often,Yes,Yes,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 8:40:14 PM GMT,Economics,8,First,"No(If no,please move to question 6)",,0,3,Very Often,Sometimes,No,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/14 8:41:49 PM GMT,BSc. Statistics ,7,Second,"No(If no,please move to question 6)",,0,1,Sometimes,Yes,No,Very often,Needs reminding to get things done on time
2021/07/14 8:50:36 PM GMT,Chemical Engineering ,7,Second,"No(If no,please move to question 6)",,2,2,Very Often,Sometimes,No,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 8:56:51 PM GMT,Bsc. Development planning ,5,Third,Yes,Sometimes,2,1,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 9:00:19 PM GMT,Civil engineering ,7,Third,Yes,Always,3,4,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 9:07:41 PM GMT,Bsc Statistics ,7,Third,Yes,Always,7,2,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/14 9:18:30 PM GMT,Statistics ,7,Third,Yes,Not at all,1,2,Sometimes,Yes,No,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/14 9:25:28 PM GMT,Design and Technology ,8,Second,Yes,Not at all,3,7,Sometimes,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 9:42:15 PM GMT,Bsc Agribusiness management,8,First,"No(If no,please move to question 6)",Sometimes,6,4,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 9:42:27 PM GMT,B.Sc. Architecture ,6,Third,Yes,Not at all,5,3,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 9:48:51 PM GMT,Political Studies,6,Third,Yes,Always,4,1,Very Often,Sometimes,Yes,Never,Self motivated and always gets things done on time
2021/07/14 9:50:23 PM GMT,Geomatic Engineering ,7,Second,Yes,Sometimes,3,5,Very Often,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 9:52:12 PM GMT,Biochemistry,7,Third,"No(If no,please move to question 6)",Not at all,3,2,Very Often,Sometimes,Yes,Sometimes,Needs reminding to get things done on time
2021/07/14 9:57:58 PM GMT,BSc. Agriculture,9,Third,Yes,Sometimes,3,1,Sometimes,Sometimes,Yes,Never,Self motivated and always gets things done on time
2021/07/14 10:02:38 PM GMT,Statistics ,7,Third,Yes,Not at all,1,7,Very Often,Yes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 10:03:32 PM GMT,Architecture,2,Sixth,Yes,Always,2,2,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 10:05:34 PM GMT,Bsc computer science,5,Second,Yes,Always,10,4,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 10:13:35 PM GMT,Statistics ,7,Third,"No(If no,please move to question 6)",,0,2,Very Often,Yes,Yes,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/14 10:20:37 PM GMT,Ba. Industrial Art,6,Fourth,Yes,Not at all,0,10,Sometimes,Yes,No,Very often,Needs reminding to get things done on time
2021/07/14 10:43:17 PM GMT,Political Studies ,6,Third,Yes,Always,2,2,Very Often,Sometimes,No,Very often,Self motivated and always gets things done on time
2021/07/14 11:02:55 PM GMT,BSc. Actuarial Science,7,Second,Yes,Sometimes,5,3,Very Often,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/14 11:05:52 PM GMT,BSc. Statistics,6,Third,Yes,Sometimes,5,3,Sometimes,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/14 11:06:23 PM GMT,BSc mechanical engineering ,6,Fourth,Yes,Sometimes,0,2,Very Often,Sometimes,No,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 11:09:52 PM GMT,BSC.statistics,7,Third,Yes,Sometimes,2,3,Sometimes,Sometimes,No,Very often,Puts things off until the last minute or doesn't complete them
2021/07/14 11:44:13 PM GMT,Petrochemical engineering,6,Fourth,Yes,Sometimes,5,1,Very Often,Sometimes,Yes,Never,Self motivated and sometimes gets things done ahead of time
2021/07/14 11:45:22 PM GMT,BA Sociology,6,Third,"No(If no,please move to question 6)",,3,3,Very Often,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/15 12:03:51 AM GMT,Bsc statistics,7,First,"No(If no,please move to question 6)",,6,2,Very Often,Yes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/15 12:19:47 AM GMT,Bsc.Statistics ,7,Third,"No(If no,please move to question 6)",,4,3,Very Often,No,No,Sometimes,Self motivated and always gets things done on time
2021/07/15 12:28:57 AM GMT,BA Economics ,7,Third,Yes,Sometimes,3,1,Very Often,Sometimes,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/15 12:35:55 AM GMT,B. A. Economics,8,First,"No(If no,please move to question 6)",,3,1,Very Often,Yes,Yes,Very often,Puts things off until the last minute or doesn't complete them
2021/07/15 12:47:42 AM GMT,Economics,7,Third,Yes,Always,3,2,Very Often,Sometimes,No,Very often,Self motivated and sometimes gets things done ahead of time
2021/07/15 1:11:22 AM GMT,Bsc Biological Sciences,5,Fourth,"No(If no,please move to question 6)",,3,1,Very Often,No,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/15 3:27:02 AM GMT,BA ECONOMICS,7,Second,Yes,Sometimes,6,2,Very Often,Sometimes,Yes,Very often,Self motivated and always gets things done on time
2021/07/15 3:30:25 AM GMT,Bsc. Statistics,1,Third,Yes,Always,7,4,Very Often,Sometimes,No,Sometimes,Self motivated and always gets things done on time
2021/07/15 5:02:14 AM GMT,Computer engineering ,6,Third,"No(If no,please move to question 6)",,2,2,Very Often,Sometimes,No,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/15 5:21:37 AM GMT,Pharmacy,7,Third,"No(If no,please move to question 6)",Not at all,0,7,Sometimes,Yes,No,Very often,Puts things off until the last minute or doesn't complete them
2021/07/15 5:49:06 AM GMT,Economics,7,Third,"No(If no,please move to question 6)",,3,3,Very Often,Yes,No,Never,Needs reminding to get things done on time
2021/07/15 5:51:54 AM GMT,Ba economics,8,First,"No(If no,please move to question 6)",,5,4,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/15 6:05:21 AM GMT,Actuarial science ,8,Third,Yes,Always,7,3,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/15 6:16:38 AM GMT,BA Economics,7,Third,Yes,Sometimes,3,3,Very Often,Yes,No,Very often,Puts things off until the last minute or doesn't complete them
2021/07/15 6:19:17 AM GMT,Biomedical engineering ,7,First,"No(If no,please move to question 6)",,3,5,Very Often,Sometimes,Yes,Very often,Self motivated and sometimes gets things done ahead of time
2021/07/15 6:40:14 AM GMT,Medicine ,2,First,"No(If no,please move to question 6)",,3,2,Very Often,Yes,Yes,Very often,Self motivated and sometimes gets things done ahead of time
2021/07/15 6:50:31 AM GMT,Bsc.Agriculture,6,Fourth,"No(If no,please move to question 6)",Always,3,0,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/15 7:03:25 AM GMT,Geography,9,First,Yes,Sometimes,4,4,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/15 7:29:20 AM GMT,Economics ,9,First,"No(If no,please move to question 6)",,3,1,Sometimes,Sometimes,No,Sometimes,Self motivated and always gets things done on time
2021/07/15 7:30:28 AM GMT,Computer science ,8,Third,Yes,Sometimes,2,6,Sometimes,Sometimes,No,Very often,Needs reminding to get things done on time
2021/07/15 7:36:19 AM GMT,Bsc Actuarial Science ,7,Second,Yes,Not at all,4,2,Very Often,Yes,No,Sometimes,Needs reminding to get things done on time
2021/07/15 7:42:06 AM GMT,Economics ,7,Third,Yes,Always,10,2,Very Often,No,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/15 7:57:23 AM GMT,BA. Geography and rural development,7,Second,Yes,Sometimes,3,2,Sometimes,Sometimes,Yes,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/15 8:02:23 AM GMT,BA. Economics,7,Third,"No(If no,please move to question 6)",,5,2,Very Often,No,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/15 8:25:57 AM GMT,Doctor of Pharmacy ,6,First,"No(If no,please move to question 6)",,4,5,Very Often,No,No,Sometimes,Self motivated and sometimes gets things done ahead of time
2021/07/15 8:27:33 AM GMT,BSc.Mechanical Engineering ,8,Third,"No(If no,please move to question 6)",,5,3,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/15 8:38:45 AM GMT,BA. Economics ,7,Third,"No(If no,please move to question 6)",,5,1,Very Often,Sometimes,No,Sometimes,Needs reminding to get things done on time
2021/07/15 8:42:48 AM GMT,Pharmacy,6,Fifth,Yes,Sometimes,2,4,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
2021/07/15 9:08:06 AM GMT,Economics ,7,Third,"No(If no,please move to question 6)",,3,2,Very Often,Yes,No,Sometimes,Puts things off until the last minute or doesn't complete them
2021/07/15 9:10:37 AM GMT,Integrated Rural Art and Industry ,5,Fourth,"No(If no,please move to question 6)",Sometimes,2,3,Very Often,Yes,No,Sometimes,Needs reminding to get things done on time
2021/07/15 9:19:57 AM GMT,Bsc statistics ,7,Third,Yes,Always,5,4,Very Often,No,Yes,Never,Self motivated and always gets things done on time
2021/07/15 10:00:09 AM GMT,BSc Statistics,7,Third,Yes,Always,3,2,Very Often,Sometimes,Yes,Sometimes,Self motivated and always gets things done on time
